ZIP,DATE,TIME,TYPE
90717,2016-11-24,01:11:30,LARCENY THEFT
90712,2016-11-19,08:11:30,LARCENY THEFT
90022,2016-11-26,02:11:00,LARCENY THEFT
91745,2016-11-26,08:11:00,MISDEMEANORS MISCELLANEOUS
90220,2016-12-07,11:12:00,LARCENY THEFT
90706,2016-11-20,03:11:00,LARCENY THEFT
90220,2016-07-09,10:07:00,AGGRAVATED ASSAULT
91745,2016-11-26,12:11:00,LARCENY THEFT
90220,2016-11-15,10:11:00,LARCENY THEFT
90220,2016-11-15,09:11:00,LARCENY THEFT
90220,2016-11-08,12:11:00,LARCENY THEFT
90712,2016-11-20,12:11:18,LARCENY THEFT
90002,2016-06-24,11:06:00,VEHICLE / BOATING LAWS
90723,2016-10-09,12:10:00,BURGLARY
91744,2016-11-26,09:11:01,VANDALISM
91748,2016-11-11,11:11:00,BURGLARY
90220,2016-11-16,01:11:30,VANDALISM
93552,2016-11-21,05:11:00,LARCENY THEFT
91770,2016-10-27,08:10:00,LARCENY THEFT
90723,2016-11-20,01:11:00,LARCENY THEFT
90012,2016-10-03,02:10:00,NARCOTICS
91601,2016-11-21,11:11:00,LARCENY THEFT
90706,2016-11-26,11:11:00,LARCENY THEFT
90220,2016-11-16,08:11:00,VANDALISM
91351,2016-11-24,02:11:00,LARCENY THEFT
90660,2016-11-26,01:11:00,GRAND THEFT AUTO
90631,2016-11-08,03:11:00,GRAND THEFT AUTO
90660,2016-11-26,06:11:00,GRAND THEFT AUTO
90005,2016-10-09,07:10:00,LARCENY THEFT
90723,2016-07-07,05:07:00,VEHICLE / BOATING LAWS
90606,2016-11-10,03:11:00,FRAUD AND NSF CHECKS
91011,2016-12-07,02:12:00,FORGERY
91011,2016-12-08,05:12:00,DISORDERLY CONDUCT
90220,2016-11-18,06:11:00,VANDALISM
90044,2016-12-11,09:12:00,AGGRAVATED ASSAULT
90221,2016-11-18,07:11:00,VANDALISM
90220,2016-11-19,12:11:00,VANDALISM
90703,2016-11-23,05:11:01,LARCENY THEFT
91733,2016-06-13,03:06:00,LARCENY THEFT
91770,2016-10-29,10:10:00,AGGRAVATED ASSAULT
90220,2016-11-16,01:11:00,LIQUOR LAWS
91776,2016-08-16,12:08:00,FRAUD AND NSF CHECKS
91387,2016-11-22,07:11:16,VANDALISM
91010,2016-04-21,12:04:00,FRAUD AND NSF CHECKS
90220,2016-11-16,01:11:00,LIQUOR LAWS
90220,2016-11-16,05:11:00,LIQUOR LAWS
90220,2016-11-17,08:11:00,LIQUOR LAWS
90220,2016-11-17,01:11:00,VEHICLE / BOATING LAWS
91776,2016-10-16,11:10:00,LARCENY THEFT
90220,2016-11-17,03:11:00,LIQUOR LAWS
90220,2016-11-17,03:11:00,VAGRANCY
90220,2016-11-17,03:11:00,VAGRANCY
91770,2016-10-31,08:10:00,FRAUD AND NSF CHECKS
90001,2016-10-05,11:10:00,ROBBERY
91780,2016-10-17,06:10:00,BURGLARY
90262,2016-11-26,08:11:00,ARSON
90262,2016-12-14,10:12:00,GRAND THEFT AUTO
91301,2016-11-23,11:11:00,VANDALISM
91773,2016-11-26,01:11:00,LARCENY THEFT
91301,2016-11-22,02:11:00,LARCENY THEFT
90221,2016-11-23,02:11:00,NARCOTICS
91724,2016-11-26,10:11:00,LARCENY THEFT
90260,2016-11-24,02:11:22,GRAND THEFT AUTO
90270,2016-11-27,03:11:00,VANDALISM
90022,2016-11-04,12:11:00,FRAUD AND NSF CHECKS
91321,2016-11-24,06:11:00,VANDALISM
91722,2016-11-25,05:11:00,VANDALISM
90712,2016-07-01,11:07:30,FORGERY
90220,2016-08-03,03:08:00,LARCENY THEFT
91351,2016-11-26,05:11:00,LARCENY THEFT
90220,2016-07-28,12:07:00,NON-AGGRAVATED ASSAULTS
90290,2016-11-24,07:11:00,LARCENY THEFT
90260,2016-11-27,09:11:00,GRAND THEFT AUTO
90265,2016-11-24,03:11:30,VANDALISM
90012,2016-01-09,07:01:00,WEAPON LAWS
90001,2016-10-07,09:10:00,DRUNK / ALCOHOL / DRUGS
91387,2016-11-22,10:11:00,NON-AGGRAVATED ASSAULTS
90290,2016-11-30,04:11:00,FORGERY
90745,2016-08-24,02:08:00,VEHICLE / BOATING LAWS
90745,2016-11-16,12:11:07,NARCOTICS
90047,2016-11-07,07:11:00,WEAPON LAWS
90262,2016-11-06,06:11:00,WEAPON LAWS
90723,2016-11-06,08:11:00,WEAPON LAWS
90221,2016-11-08,10:11:00,AGGRAVATED ASSAULT
90059,2016-11-08,11:11:00,AGGRAVATED ASSAULT
90745,2016-12-26,03:12:00,VEHICLE / BOATING LAWS
90745,2016-12-26,03:12:00,VEHICLE / BOATING LAWS
90061,2016-11-08,08:11:00,AGGRAVATED ASSAULT
90012,2016-10-14,04:10:10,AGGRAVATED ASSAULT
90222,2016-11-09,02:11:00,AGGRAVATED ASSAULT
91748,2016-11-26,11:11:00,LARCENY THEFT
90220,2016-10-09,12:10:00,BURGLARY
90220,2016-11-23,12:11:00,VANDALISM
91733,2016-07-07,09:07:00,FRAUD AND NSF CHECKS
90220,2016-11-25,12:11:00,NARCOTICS
90012,2016-11-22,12:11:00,LIQUOR LAWS
90012,2016-11-24,05:11:28,NON-AGGRAVATED ASSAULTS
90260,2016-11-15,04:11:00,NARCOTICS
91355,2016-11-25,02:11:00,MISDEMEANORS MISCELLANEOUS
90706,2016-07-04,06:07:00,VEHICLE / BOATING LAWS
90012,2016-09-04,05:09:00,SEX OFFENSES FELONIES
90220,2016-12-06,02:12:00,VANDALISM
90004,2016-03-21,06:03:00,MISDEMEANORS MISCELLANEOUS
91024,2016-07-04,07:07:00,AGGRAVATED ASSAULT
90712,2016-11-19,08:11:00,LARCENY THEFT
90220,2016-07-15,03:07:00,NARCOTICS
90220,2016-07-02,09:07:00,VEHICLE / BOATING LAWS
90638,2016-01-15,09:01:00,AGGRAVATED ASSAULT
90706,2016-11-20,07:11:00,LARCENY THEFT
91351,2016-11-19,11:11:30,VANDALISM
91770,2016-06-25,06:06:00,FELONIES MISCELLANEOUS
90723,2016-11-21,12:11:00,LARCENY THEFT
90701,2016-11-21,05:11:00,BURGLARY
90650,2016-11-07,11:11:00,LARCENY THEFT
90220,2016-11-25,09:11:00,NARCOTICS
90745,2016-12-24,06:12:00,DRUNK / ALCOHOL / DRUGS
91789,2016-11-20,03:11:30,LARCENY THEFT
90220,2016-11-25,11:11:00,GRAND THEFT AUTO
91355,2016-11-23,03:11:00,LARCENY THEFT
90712,2016-11-22,03:11:00,NON-AGGRAVATED ASSAULTS
91789,2016-11-20,06:11:30,LARCENY THEFT
90220,2016-11-25,06:11:00,NARCOTICS
91765,2016-11-06,11:11:00,LARCENY THEFT
90044,2016-11-21,01:11:00,GRAND THEFT AUTO
90304,2016-05-02,11:05:00,BURGLARY
91381,2016-11-09,12:11:00,FRAUD AND NSF CHECKS
90059,2016-04-05,12:04:00,AGGRAVATED ASSAULT
91746,2016-09-26,02:09:00,NARCOTICS
91384,2016-10-08,09:10:00,NARCOTICS
90220,2016-11-25,02:11:00,LARCENY THEFT
90044,2016-11-20,12:11:00,LARCENY THEFT
91789,2016-11-17,02:11:30,LARCENY THEFT
90260,2016-11-22,12:11:00,VANDALISM
90220,2016-11-25,08:11:00,BURGLARY
91101,2016-11-05,04:11:44,FRAUD AND NSF CHECKS
90022,2016-12-27,12:12:00,NARCOTICS
91601,2016-12-01,03:12:00,LARCENY THEFT
90022,2016-12-24,06:12:16,NARCOTICS
91776,2016-12-28,09:12:00,NON-AGGRAVATED ASSAULTS
90022,2016-12-24,12:12:00,NARCOTICS
91780,2016-10-17,12:10:00,NON-AGGRAVATED ASSAULTS
90022,2016-12-23,09:12:00,NARCOTICS
91775,2016-11-01,12:11:00,NON-AGGRAVATED ASSAULTS
90715,2016-11-27,01:11:00,LARCENY THEFT
91775,2016-10-22,03:10:00,AGGRAVATED ASSAULT
91780,2016-09-20,09:09:00,NON-AGGRAVATED ASSAULTS
90022,2016-12-31,01:12:00,NARCOTICS
90706,2016-11-19,10:11:00,GRAND THEFT AUTO
91780,2016-07-29,10:07:00,NON-AGGRAVATED ASSAULTS
93551,2016-06-26,09:06:30,GRAND THEFT AUTO
93552,2016-07-30,06:07:00,BURGLARY
93543,2016-08-03,10:08:00,GRAND THEFT AUTO
91775,2016-07-18,04:07:00,NON-AGGRAVATED ASSAULTS
93543,2016-10-30,09:10:48,GRAND THEFT AUTO
93543,2016-06-22,10:06:00,GRAND THEFT AUTO
93550,2016-08-20,07:08:00,GRAND THEFT AUTO
93550,2016-05-03,03:05:00,GRAND THEFT AUTO
93551,2016-09-30,06:09:00,GRAND THEFT AUTO
93551,2016-04-27,04:04:00,GRAND THEFT AUTO
93551,2016-07-07,12:07:00,GRAND THEFT AUTO
90712,2016-11-20,11:11:00,LARCENY THEFT
90047,2016-02-01,11:02:00,FELONIES MISCELLANEOUS
90275,2016-03-04,05:03:30,FRAUD AND NSF CHECKS
93551,2016-12-03,11:12:00,LARCENY THEFT
90012,2016-11-09,12:11:00,LIQUOR LAWS
91321,2016-11-24,01:11:30,FEDERAL OFFENSES WITH MONEY
90012,2016-11-13,03:11:00,LIQUOR LAWS
90012,2016-11-09,12:11:00,LIQUOR LAWS
90715,2016-11-22,03:11:00,LARCENY THEFT
93551,2016-11-18,12:11:00,FRAUD AND NSF CHECKS
90723,2016-11-17,03:11:00,SEX OFFENSES FELONIES
90012,2016-11-25,07:11:30,AGGRAVATED ASSAULT
90706,2016-11-17,03:11:00,FRAUD AND NSF CHECKS
93550,2016-01-18,02:01:00,GRAND THEFT AUTO
91321,2016-11-25,01:11:00,VANDALISM
90650,2016-11-21,07:11:00,GRAND THEFT AUTO
93543,2016-11-19,02:11:00,GRAND THEFT AUTO
90012,2016-11-24,10:11:00,NON-AGGRAVATED ASSAULTS
91773,2016-11-21,12:11:00,VANDALISM
90275,2016-01-31,12:01:00,DRUNK / ALCOHOL / DRUGS
91773,2016-11-09,03:11:00,VANDALISM
90001,2016-11-26,01:11:00,VANDALISM
90717,2016-07-11,01:07:00,MISDEMEANORS MISCELLANEOUS
90606,2016-11-16,10:11:00,NARCOTICS
91745,2016-11-25,02:11:19,NARCOTICS
90606,2016-11-17,10:11:00,NARCOTICS
90069,2016-07-13,03:07:00,VANDALISM
91321,2016-11-26,05:11:00,LARCENY THEFT
90012,2016-06-01,01:06:30,LARCENY THEFT
90745,2016-12-10,10:12:00,LARCENY THEFT
90706,2016-12-12,02:12:00,VEHICLE / BOATING LAWS
90220,2016-09-23,11:09:00,NON-AGGRAVATED ASSAULTS
90220,2016-07-31,10:07:49,GRAND THEFT AUTO
90723,2016-12-11,07:12:00,VEHICLE / BOATING LAWS
90712,2016-11-14,03:11:00,LARCENY THEFT
90713,2016-11-23,04:11:30,BURGLARY
90706,2016-11-22,04:11:30,LARCENY THEFT
90660,2016-11-17,10:11:00,LARCENY THEFT
91384,2016-12-25,08:12:00,AGGRAVATED ASSAULT
90703,2016-12-04,12:12:30,LARCENY THEFT
90713,2016-11-26,08:11:00,LARCENY THEFT
90712,2016-01-29,03:01:00,LARCENY THEFT
90044,2016-11-27,03:11:00,GRAND THEFT AUTO
90012,2016-04-11,07:04:00,VANDALISM
90706,2016-11-14,09:11:00,LARCENY THEFT
90706,2016-11-17,02:11:00,VANDALISM
90029,2016-11-24,09:11:00,LARCENY THEFT
90706,2016-11-21,12:11:00,LARCENY THEFT
90712,2016-11-26,05:11:30,LARCENY THEFT
90706,2016-11-21,02:11:30,LARCENY THEFT
90706,2016-11-21,02:11:30,LARCENY THEFT
90712,2016-11-17,08:11:00,LARCENY THEFT
91355,2016-11-26,03:11:00,LARCENY THEFT
90713,2016-11-19,05:11:30,FRAUD AND NSF CHECKS
90713,2016-11-23,03:11:00,LARCENY THEFT
90723,2016-11-23,10:11:00,GRAND THEFT AUTO
90022,2016-11-01,07:11:32,LARCENY THEFT
90723,2016-12-21,06:12:30,LARCENY THEFT
90703,2016-05-01,07:05:30,FORCIBLE RAPE
90262,2016-11-26,02:11:00,MISDEMEANORS MISCELLANEOUS
90701,2016-11-15,02:11:00,LARCENY THEFT
90716,2016-09-14,02:09:00,GRAND THEFT AUTO
90712,2016-11-18,04:11:00,LARCENY THEFT
90712,2016-11-20,12:11:00,VANDALISM
90262,2016-11-26,01:11:00,VANDALISM
90220,2016-03-22,11:03:00,VANDALISM
90221,2016-11-26,03:11:43,BURGLARY
90715,2016-11-21,08:11:00,FORGERY
91780,2016-11-24,04:11:00,LARCENY THEFT
90001,2016-11-27,12:11:00,VANDALISM
91733,2016-11-05,09:11:00,FELONIES MISCELLANEOUS
90650,2016-11-30,03:11:00,NARCOTICS
93550,2016-11-29,11:11:30,BURGLARY
90703,2016-11-24,12:11:00,VANDALISM
93550,2016-12-09,02:12:00,NON-AGGRAVATED ASSAULTS
90220,2016-11-29,05:11:11,LARCENY THEFT
93552,2016-12-17,01:12:00,NON-AGGRAVATED ASSAULTS
90220,2016-12-24,04:12:00,MISDEMEANORS MISCELLANEOUS
93551,2016-11-21,04:11:00,BURGLARY
90650,2016-11-25,04:11:00,NARCOTICS
90040,2016-11-17,06:11:00,LARCENY THEFT
91775,2016-10-10,11:10:00,BURGLARY
90717,2016-11-26,06:11:00,VEHICLE / BOATING LAWS
90262,2016-10-04,10:10:00,FRAUD AND NSF CHECKS
90022,2016-12-04,01:12:33,NON-AGGRAVATED ASSAULTS
91770,2016-08-02,12:08:00,GRAND THEFT AUTO
91773,2016-11-07,01:11:00,NARCOTICS
91770,2016-06-24,03:06:00,GRAND THEFT AUTO
91765,2016-12-02,03:12:00,LARCENY THEFT
90706,2016-11-18,05:11:00,VEHICLE / BOATING LAWS
91770,2016-09-21,12:09:00,GRAND THEFT AUTO
91001,2016-01-21,04:01:00,VANDALISM
91733,2016-08-03,09:08:00,GRAND THEFT AUTO
90022,2016-12-03,10:12:58,LARCENY THEFT
90701,2016-10-25,10:10:00,BURGLARY
90706,2016-11-10,04:11:00,NARCOTICS
91384,2016-04-29,09:04:00,AGGRAVATED ASSAULT
90712,2016-12-05,08:12:00,LARCENY THEFT
90262,2016-10-19,03:10:00,FELONIES MISCELLANEOUS
90001,2016-06-05,11:06:00,LARCENY THEFT
90001,2016-11-03,08:11:00,NARCOTICS
90706,2016-11-24,01:11:00,GRAND THEFT AUTO
90001,2016-08-25,06:08:00,LARCENY THEFT
91770,2016-11-13,12:11:00,GRAND THEFT AUTO
90002,2016-06-24,11:06:00,MISDEMEANORS MISCELLANEOUS
90703,2016-11-26,04:11:00,LARCENY THEFT
90723,2016-12-10,11:12:00,LARCENY THEFT
90044,2016-12-26,08:12:00,NON-AGGRAVATED ASSAULTS
90220,2016-11-14,10:11:11,LARCENY THEFT
91371,2016-07-12,07:07:00,VEHICLE / BOATING LAWS
90022,2016-11-15,07:11:57,LARCENY THEFT
90220,2016-01-25,09:01:00,FORGERY
90022,2016-06-25,02:06:00,LARCENY THEFT
90221,2016-10-11,12:10:41,FELONIES MISCELLANEOUS
90275,2016-11-20,07:11:00,VANDALISM
93550,2016-09-24,04:09:00,NON-AGGRAVATED ASSAULTS
91733,2016-10-10,06:10:00,GRAND THEFT AUTO
91770,2016-08-06,04:08:00,GRAND THEFT AUTO
90061,2016-09-26,08:09:00,NARCOTICS
90703,2016-11-30,11:11:00,BURGLARY
91770,2016-10-15,12:10:00,LARCENY THEFT
91770,2016-10-16,12:10:00,AGGRAVATED ASSAULT
90220,2016-11-11,10:11:08,LARCENY THEFT
93535,2016-12-28,02:12:00,VANDALISM
91321,2016-11-28,10:11:00,SEX OFFENSES FELONIES
91733,2016-10-18,12:10:00,NARCOTICS
90701,2016-11-25,06:11:00,VANDALISM
90265,2016-04-20,06:04:00,BURGLARY
91381,2016-12-10,02:12:30,LARCENY THEFT
93552,2016-11-21,06:11:30,LARCENY THEFT
91780,2016-11-29,11:11:00,BURGLARY
91355,2016-11-24,09:11:00,GRAND THEFT AUTO
91350,2016-11-26,06:11:00,VANDALISM
93552,2016-11-08,12:11:30,LARCENY THEFT
91773,2016-12-08,04:12:00,LARCENY THEFT
91789,2016-11-22,09:11:00,VANDALISM
90022,2016-11-13,04:11:00,NARCOTICS
91789,2016-09-07,01:09:00,FORGERY
90703,2016-09-16,11:09:00,SEX OFFENSES FELONIES
90023,2016-11-15,11:11:00,NARCOTICS
90047,2016-10-30,09:10:00,AGGRAVATED ASSAULT
90255,2016-11-27,06:11:00,GRAND THEFT AUTO
90022,2016-11-15,05:11:00,NARCOTICS
90040,2016-11-15,06:11:00,NARCOTICS
90022,2016-11-15,11:11:00,NARCOTICS
90265,2016-07-15,08:07:00,LARCENY THEFT
90221,2016-08-23,12:08:00,AGGRAVATED ASSAULT
90022,2016-07-13,12:07:00,FRAUD AND NSF CHECKS
90040,2016-07-19,01:07:00,LARCENY THEFT
90022,2016-06-20,01:06:00,VANDALISM
90723,2016-12-20,11:12:00,LARCENY THEFT
90022,2016-06-20,04:06:00,LARCENY THEFT
91011,2016-11-30,11:11:00,FRAUD AND NSF CHECKS
91780,2016-11-11,05:11:00,ROBBERY
91775,2016-11-12,07:11:00,LARCENY THEFT
91010,2016-11-12,11:11:00,MISDEMEANORS MISCELLANEOUS
91773,2016-11-20,11:11:00,LARCENY THEFT
91107,2016-11-17,03:11:00,BURGLARY
90265,2016-08-29,11:08:00,LARCENY THEFT
90745,2016-11-18,01:11:00,SEX OFFENSES MISDEMEANORS
90745,2016-11-18,03:11:00,VANDALISM
90746,2016-11-03,10:11:00,LARCENY THEFT
90745,2016-11-16,01:11:00,LARCENY THEFT
90716,2016-05-23,06:05:00,VEHICLE / BOATING LAWS
91765,2016-08-18,06:08:14,VEHICLE / BOATING LAWS
91770,2016-12-14,02:12:00,NARCOTICS
90745,2016-11-19,10:11:00,LARCENY THEFT
91733,2016-12-15,05:12:00,NARCOTICS
90001,2016-03-17,03:03:00,NON-AGGRAVATED ASSAULTS
90746,2016-11-01,08:11:00,DISORDERLY CONDUCT
90746,2016-11-19,01:11:00,LARCENY THEFT
90745,2016-11-18,08:11:00,NON-AGGRAVATED ASSAULTS
91773,2016-02-02,10:02:34,MISDEMEANORS MISCELLANEOUS
90745,2016-11-20,09:11:00,LARCENY THEFT
90701,2016-11-16,06:11:00,VEHICLE / BOATING LAWS
90746,2016-11-21,02:11:30,LARCENY THEFT
90745,2016-11-21,04:11:30,BURGLARY
90746,2016-11-19,06:11:00,BURGLARY
90745,2016-11-22,11:11:00,ROBBERY
90509,2016-11-22,02:11:00,LARCENY THEFT
90746,2016-09-21,12:09:00,FORGERY
90502,2016-11-14,11:11:00,NON-AGGRAVATED ASSAULTS
90502,2016-11-16,06:11:00,BURGLARY
90745,2016-11-23,01:11:00,LARCENY THEFT
90746,2016-11-23,01:11:00,LARCENY THEFT
91722,2016-09-06,11:09:00,AGGRAVATED ASSAULT
90044,2016-10-22,06:10:00,VEHICLE / BOATING LAWS
91722,2016-09-05,07:09:00,AGGRAVATED ASSAULT
90012,2016-08-13,03:08:00,NARCOTICS
90703,2016-12-12,04:12:00,BURGLARY
90723,2016-10-11,11:10:00,VEHICLE / BOATING LAWS
90703,2016-12-06,01:12:00,BURGLARY
91773,2016-09-05,04:09:00,VANDALISM
90660,2016-11-12,11:11:30,NON-AGGRAVATED ASSAULTS
90703,2016-11-21,02:11:00,LARCENY THEFT
90650,2016-11-22,11:11:00,LARCENY THEFT
90022,2016-11-20,11:11:00,VANDALISM
91780,2016-11-01,02:11:00,LARCENY THEFT
93551,2016-11-19,04:11:00,LARCENY THEFT
91770,2016-11-02,08:11:00,NON-AGGRAVATED ASSAULTS
91773,2016-08-21,01:08:00,BURGLARY
91016,2016-11-11,08:11:00,GRAND THEFT AUTO
90706,2016-10-12,07:10:00,VEHICLE / BOATING LAWS
90220,2016-11-18,03:11:00,VANDALISM
90706,2016-11-25,03:11:00,BURGLARY
90220,2016-03-08,03:03:00,FORCIBLE RAPE
91748,2016-10-08,04:10:00,VEHICLE / BOATING LAWS
91748,2016-10-08,03:10:00,VEHICLE / BOATING LAWS
90706,2016-11-16,07:11:00,LARCENY THEFT
91724,2016-06-21,03:06:00,LARCENY THEFT
91702,2016-06-20,05:06:00,VANDALISM
91724,2016-06-18,02:06:00,LARCENY THEFT
91724,2016-09-03,12:09:00,LARCENY THEFT
90043,2016-08-22,03:08:00,LARCENY THEFT
90260,2016-11-10,05:11:00,WEAPON LAWS
91745,2016-11-27,07:11:29,LARCENY THEFT
90043,2016-10-19,06:10:00,NON-AGGRAVATED ASSAULTS
90255,2016-10-06,10:10:00,NON-AGGRAVATED ASSAULTS
91746,2016-12-05,11:12:00,LARCENY THEFT
90292,2016-11-05,03:11:00,LARCENY THEFT
90292,2016-11-11,10:11:00,FRAUD AND NSF CHECKS
90043,2016-11-24,04:11:00,NON-AGGRAVATED ASSAULTS
90670,2016-08-31,07:08:00,NARCOTICS
90746,2016-11-09,10:11:00,MISDEMEANORS MISCELLANEOUS
90723,2016-11-19,11:11:00,LARCENY THEFT
91773,2016-05-27,08:05:00,FRAUD AND NSF CHECKS
90706,2016-11-20,05:11:00,LARCENY THEFT
90262,2016-05-28,12:05:00,FRAUD AND NSF CHECKS
90001,2016-11-13,06:11:00,AGGRAVATED ASSAULT
90262,2016-11-21,08:11:00,LARCENY THEFT
90262,2016-11-14,07:11:00,AGGRAVATED ASSAULT
90701,2016-12-21,02:12:00,LARCENY THEFT
90262,2016-09-20,03:09:00,ROBBERY
90221,2016-10-02,06:10:00,FELONIES MISCELLANEOUS
90201,2016-11-07,01:11:00,VEHICLE / BOATING LAWS
91773,2016-06-18,09:06:00,LARCENY THEFT
90275,2016-09-06,04:09:00,VEHICLE / BOATING LAWS
90606,2016-07-16,12:07:00,FRAUD AND NSF CHECKS
90710,2016-10-28,01:10:00,WEAPON LAWS
91773,2016-06-19,01:06:00,VANDALISM
93550,2016-09-04,11:09:30,VANDALISM
93550,2016-07-07,06:07:00,VANDALISM
93550,2016-07-20,03:07:00,VANDALISM
91744,2016-06-22,07:06:00,LARCENY THEFT
91745,2016-08-13,11:08:54,VEHICLE / BOATING LAWS
91301,2016-11-08,02:11:15,MISDEMEANORS MISCELLANEOUS
91702,2016-06-19,11:06:00,BURGLARY
91744,2016-06-09,09:06:00,DRUNK DRIVING VEHICLE / BOAT
90717,2016-03-26,12:03:00,BURGLARY
90012,2016-09-01,11:09:00,LIQUOR LAWS
90012,2016-09-12,06:09:25,LIQUOR LAWS
90012,2016-10-03,06:10:05,LIQUOR LAWS
90701,2016-11-22,12:11:00,BURGLARY
90012,2016-07-01,04:07:01,LIQUOR LAWS
90002,2016-10-18,03:10:00,LARCENY THEFT
90040,2016-11-20,05:11:00,LARCENY THEFT
90012,2016-08-25,09:08:28,LIQUOR LAWS
90012,2016-08-01,07:08:00,LIQUOR LAWS
90001,2016-11-02,03:11:00,BURGLARY
90012,2016-09-22,10:09:29,LIQUOR LAWS
91744,2016-10-22,03:10:00,VANDALISM
90717,2016-08-10,01:08:00,NON-AGGRAVATED ASSAULTS
91744,2016-10-24,09:10:00,VANDALISM
91745,2016-10-24,10:10:00,VANDALISM
91744,2016-06-18,09:06:20,VEHICLE / BOATING LAWS
91773,2016-06-21,06:06:00,LARCENY THEFT
93591,2016-11-19,11:11:00,GRAND THEFT AUTO
90717,2016-10-02,07:10:00,LARCENY THEFT
93543,2016-11-20,06:11:00,GRAND THEFT AUTO
93543,2016-06-22,10:06:00,GRAND THEFT AUTO
91722,2016-03-15,02:03:00,BURGLARY
91748,2016-06-14,02:06:00,LARCENY THEFT
90717,2016-10-31,01:10:00,LARCENY THEFT
91773,2016-05-24,01:05:00,LARCENY THEFT
90706,2016-05-21,03:05:30,LARCENY THEFT
90220,2016-12-14,09:12:00,ROBBERY
90220,2016-10-03,11:10:00,NARCOTICS
90723,2016-12-07,11:12:00,NON-AGGRAVATED ASSAULTS
91350,2016-11-27,07:11:30,LARCENY THEFT
90703,2016-12-17,12:12:00,LARCENY THEFT
90220,2016-10-04,09:10:00,NARCOTICS
90723,2016-11-18,11:11:30,FRAUD AND NSF CHECKS
90220,2016-10-05,01:10:00,NARCOTICS
90022,2016-04-12,05:04:00,VANDALISM
90046,2016-11-03,11:11:00,NON-AGGRAVATED ASSAULTS
90650,2016-07-18,03:07:00,MISDEMEANORS MISCELLANEOUS
90046,2016-10-16,06:10:00,NON-AGGRAVATED ASSAULTS
90650,2016-07-22,10:07:00,VEHICLE / BOATING LAWS
90069,2016-11-05,11:11:00,NON-AGGRAVATED ASSAULTS
90038,2016-11-28,12:11:00,ROBBERY
90650,2016-07-27,08:07:00,NARCOTICS
90048,2016-11-25,04:11:00,LARCENY THEFT
90001,2016-08-22,01:08:00,NARCOTICS
90631,2016-11-02,11:11:00,LARCENY THEFT
91773,2016-06-11,03:06:00,LARCENY THEFT
90012,2016-11-14,03:11:00,VEHICLE / BOATING LAWS
90262,2016-07-30,09:07:24,NON-AGGRAVATED ASSAULTS
90712,2016-11-25,11:11:12,BURGLARY
90262,2016-11-03,07:11:42,NON-AGGRAVATED ASSAULTS
90262,2016-11-14,05:11:32,NON-AGGRAVATED ASSAULTS
90262,2016-09-24,08:09:29,NON-AGGRAVATED ASSAULTS
90631,2016-12-07,09:12:00,FRAUD AND NSF CHECKS
91722,2016-06-14,09:06:00,MISDEMEANORS MISCELLANEOUS
90601,2016-12-01,03:12:30,VANDALISM
90022,2016-01-28,12:01:00,LARCENY THEFT
91745,2016-06-29,12:06:00,ROBBERY
90660,2016-12-04,08:12:00,NARCOTICS
91773,2016-06-10,09:06:00,NARCOTICS
91010,2016-11-09,07:11:00,VEHICLE / BOATING LAWS
91746,2016-10-09,11:10:00,AGGRAVATED ASSAULT
90022,2016-11-16,04:11:53,LARCENY THEFT
90650,2016-10-14,12:10:00,FRAUD AND NSF CHECKS
90706,2016-11-23,07:11:00,LARCENY THEFT
90713,2016-12-18,06:12:00,LARCENY THEFT
90274,2016-11-21,08:11:00,LARCENY THEFT
90723,2016-11-26,06:11:00,LARCENY THEFT
93550,2016-10-29,12:10:00,GRAND THEFT AUTO
90022,2016-05-21,11:05:38,VEHICLE / BOATING LAWS
90270,2016-07-16,10:07:00,VEHICLE / BOATING LAWS
90022,2016-06-03,06:06:26,MISDEMEANORS MISCELLANEOUS
91770,2016-11-27,09:11:00,NON-AGGRAVATED ASSAULTS
91733,2016-11-26,06:11:00,ROBBERY
90270,2016-08-09,03:08:00,NON-AGGRAVATED ASSAULTS
91773,2016-11-28,03:11:00,BURGLARY
90069,2016-01-10,05:01:00,NON-AGGRAVATED ASSAULTS
93536,2016-11-09,09:11:00,NON-AGGRAVATED ASSAULTS
91016,2016-11-07,05:11:00,GRAND THEFT AUTO
90712,2016-11-26,02:11:00,LARCENY THEFT
91770,2016-11-25,10:11:00,NON-AGGRAVATED ASSAULTS
90022,2016-08-13,04:08:51,NARCOTICS
90006,2016-08-31,05:08:00,NARCOTICS
91748,2016-10-13,04:10:30,BURGLARY
90063,2016-08-14,02:08:00,NARCOTICS
90746,2016-09-23,09:09:00,OFFENSES AGAINST FAMILY
93552,2016-08-15,03:08:00,ROBBERY
90046,2016-06-05,08:06:00,LARCENY THEFT
91744,2016-10-01,08:10:46,NARCOTICS
90274,2016-01-17,05:01:00,ROBBERY
91744,2016-10-02,09:10:13,NARCOTICS
90221,2016-11-15,01:11:00,VANDALISM
90220,2016-11-26,10:11:00,LARCENY THEFT
91733,2016-10-29,10:10:00,AGGRAVATED ASSAULT
90270,2016-10-16,07:10:04,NON-AGGRAVATED ASSAULTS
91748,2016-09-03,07:09:00,NON-AGGRAVATED ASSAULTS
90703,2016-11-18,05:11:00,NON-AGGRAVATED ASSAULTS
90022,2016-12-21,02:12:00,LARCENY THEFT
