ZIP,DATE,TIME,TYPE
93550,2016-02-18,11:02:00,NON-AGGRAVATED ASSAULTS
90221,2016-02-03,01:02:00,FORGERY
90262,2016-02-25,03:02:00,LARCENY THEFT
90045,2016-03-01,09:03:00,GRAND THEFT AUTO
90706,2016-06-30,03:06:00,VANDALISM
90255,2016-02-27,04:02:00,BURGLARY
90712,2016-06-30,03:06:00,LARCENY THEFT
90275,2016-06-29,07:06:00,FRAUD AND NSF CHECKS
91384,2016-05-08,12:05:00,NON-AGGRAVATED ASSAULTS
91384,2016-03-21,04:03:00,NON-AGGRAVATED ASSAULTS
91384,2016-04-17,03:04:00,WEAPON LAWS
90275,2016-04-10,06:04:00,NON-AGGRAVATED ASSAULTS
90712,2016-06-30,03:06:00,LARCENY THEFT
91765,2016-01-15,11:01:00,NARCOTICS
91789,2016-02-10,01:02:00,VEHICLE / BOATING LAWS
91745,2016-01-08,12:01:00,LARCENY THEFT
90260,2016-03-08,06:03:38,GRAND THEFT AUTO
91748,2016-01-10,10:01:33,VEHICLE / BOATING LAWS
91733,2016-01-11,04:01:00,VEHICLE / BOATING LAWS
91748,2016-01-09,01:01:00,VEHICLE / BOATING LAWS
90001,2016-02-27,08:02:00,LARCENY THEFT
91011,2016-02-02,03:02:00,BURGLARY
91351,2016-02-28,02:02:00,VEHICLE / BOATING LAWS
90701,2016-03-08,01:03:00,FEDERAL OFFENSES WITH MONEY
90723,2016-02-20,12:02:00,LARCENY THEFT
90813,2016-01-08,10:01:00,VEHICLE / BOATING LAWS
91384,2016-07-22,10:07:00,AGGRAVATED ASSAULT
91789,2016-10-10,02:10:00,GRAND THEFT AUTO
90505,2016-03-17,08:03:00,VEHICLE / BOATING LAWS
91746,2016-02-08,02:02:00,GRAND THEFT AUTO
91744,2016-01-29,04:01:00,GRAND THEFT AUTO
90262,2016-06-15,02:06:00,NARCOTICS
90604,2016-05-06,12:05:30,BURGLARY
91744,2016-02-21,01:02:00,FRAUD AND NSF CHECKS
90723,2016-03-07,07:03:30,BURGLARY
91746,2016-02-21,05:02:00,VANDALISM
91006,2016-01-15,11:01:30,FRAUD AND NSF CHECKS
91745,2016-02-23,04:02:00,BURGLARY
90274,2016-01-16,12:01:30,BURGLARY
91354,2016-02-13,07:02:00,NON-AGGRAVATED ASSAULTS
90059,2016-03-04,06:03:00,NON-AGGRAVATED ASSAULTS
90746,2016-03-21,08:03:00,NARCOTICS
91350,2016-03-20,03:03:00,LARCENY THEFT
93551,2016-02-14,01:02:00,LARCENY THEFT
90011,2016-03-14,11:03:00,GRAND THEFT AUTO
90220,2016-02-22,03:02:00,BURGLARY
90660,2016-12-27,10:12:30,BURGLARY
90660,2016-12-27,03:12:30,LARCENY THEFT
90638,2016-03-07,11:03:00,LARCENY THEFT
90745,2016-02-29,06:02:30,LARCENY THEFT
90265,2016-11-16,08:11:00,DRUNK / ALCOHOL / DRUGS
90638,2016-03-03,01:03:00,VANDALISM
90650,2016-03-09,11:03:00,VEHICLE / BOATING LAWS
91770,2016-06-27,01:06:00,NON-AGGRAVATED ASSAULTS
90022,2016-01-29,12:01:00,FRAUD AND NSF CHECKS
91765,2016-02-29,05:02:12,FRAUD AND NSF CHECKS
90650,2016-03-04,12:03:00,FRAUD AND NSF CHECKS
90502,2016-03-07,05:03:00,BURGLARY
90638,2016-07-15,03:07:00,NON-AGGRAVATED ASSAULTS
90706,2016-05-04,02:05:00,LARCENY THEFT
90716,2016-03-08,11:03:00,LARCENY THEFT
91744,2016-02-28,04:02:35,NARCOTICS
90650,2016-03-09,01:03:00,BURGLARY
91744,2016-02-28,10:02:00,NARCOTICS
90745,2016-01-08,06:01:00,FORGERY
90292,2016-05-11,12:05:00,LARCENY THEFT
91702,2016-03-08,02:03:00,VEHICLE / BOATING LAWS
91010,2016-02-29,10:02:00,LARCENY THEFT
91733,2016-02-26,03:02:00,BURGLARY
90270,2016-04-10,03:04:00,LARCENY THEFT
90706,2016-03-08,01:03:00,VANDALISM
90012,2016-07-20,12:07:00,NON-AGGRAVATED ASSAULTS
90012,2016-03-15,10:03:00,NON-AGGRAVATED ASSAULTS
91748,2016-02-26,12:02:00,LARCENY THEFT
90703,2016-03-04,01:03:30,GRAND THEFT AUTO
90262,2016-03-09,01:03:00,GRAND THEFT AUTO
91733,2016-03-04,12:03:00,FORGERY
90012,2016-04-14,12:04:00,NON-AGGRAVATED ASSAULTS
90703,2016-01-04,12:01:00,BURGLARY
90250,2016-01-31,02:01:00,LARCENY THEFT
91010,2016-01-24,06:01:00,BURGLARY
90260,2016-03-03,03:03:00,VANDALISM
90040,2016-04-05,01:04:00,LARCENY THEFT
93535,2016-03-07,12:03:15,BURGLARY
90723,2016-03-10,10:03:40,LARCENY THEFT
91773,2016-02-27,12:02:00,FRAUD AND NSF CHECKS
91001,2016-04-03,11:04:00,FEDERAL OFFENSES WITH MONEY
91702,2016-03-06,06:03:00,LARCENY THEFT
90650,2016-08-30,01:08:00,LARCENY THEFT
91352,2016-01-29,11:01:00,VEHICLE / BOATING LAWS
90004,2016-01-20,11:01:00,AGGRAVATED ASSAULT
90044,2016-03-02,02:03:00,LARCENY THEFT
90270,2016-03-08,11:03:00,LARCENY THEFT
90044,2016-03-25,03:03:00,VANDALISM
90638,2016-01-14,05:01:00,BURGLARY
90660,2016-03-21,09:03:30,BURGLARY
91773,2016-03-09,12:03:00,VANDALISM
90712,2016-02-24,05:02:00,GRAND THEFT AUTO
91702,2016-02-06,10:02:00,VEHICLE / BOATING LAWS
90706,2016-03-04,08:03:00,GRAND THEFT AUTO
91301,2016-06-20,02:06:00,LARCENY THEFT
90250,2016-04-13,02:04:00,VANDALISM
90021,2016-02-09,11:02:00,MISDEMEANORS MISCELLANEOUS
90606,2016-03-16,12:03:00,FRAUD AND NSF CHECKS
90660,2016-05-25,06:05:00,NARCOTICS
90660,2016-05-19,10:05:00,DRUNK / ALCOHOL / DRUGS
91748,2016-02-01,07:02:00,FRAUD AND NSF CHECKS
90220,2016-03-01,02:03:00,LARCENY THEFT
90706,2016-03-20,04:03:00,FRAUD AND NSF CHECKS
90220,2016-01-06,04:01:00,LARCENY THEFT
91770,2016-09-29,08:09:00,GRAND THEFT AUTO
91367,2016-12-19,01:12:00,LARCENY THEFT
90262,2016-02-01,02:02:00,LARCENY THEFT
90262,2016-10-09,08:10:00,NON-AGGRAVATED ASSAULTS
91773,2016-02-11,10:02:00,WARRANTS
90640,2016-08-20,02:08:00,GRAND THEFT AUTO
91780,2016-03-07,07:03:30,BURGLARY
90638,2016-07-14,05:07:00,DRUNK DRIVING VEHICLE / BOAT
91744,2016-01-22,04:01:00,VEHICLE / BOATING LAWS
90220,2016-03-08,01:03:00,FRAUD AND NSF CHECKS
91773,2016-02-29,10:02:00,BURGLARY
90713,2016-01-16,12:01:00,LARCENY THEFT
93550,2016-02-03,10:02:00,NON-AGGRAVATED ASSAULTS
93550,2016-01-06,06:01:00,MISDEMEANORS MISCELLANEOUS
90001,2016-02-27,10:02:00,NARCOTICS
90001,2016-03-13,10:03:00,NARCOTICS
90703,2016-03-08,05:03:00,BURGLARY
90059,2016-03-13,02:03:00,NARCOTICS
90220,2016-04-30,10:04:00,LARCENY THEFT
91321,2016-03-01,12:03:00,VEHICLE / BOATING LAWS
90012,2016-03-03,05:03:00,AGGRAVATED ASSAULT
90056,2016-01-13,02:01:00,MISDEMEANORS MISCELLANEOUS
90056,2016-01-29,03:01:00,BURGLARY
90056,2016-02-02,11:02:00,FELONIES MISCELLANEOUS
93544,2016-03-04,08:03:00,NON-AGGRAVATED ASSAULTS
90001,2016-03-04,12:03:00,WEAPON LAWS
93550,2016-01-01,12:01:00,LARCENY THEFT
90242,2016-03-05,07:03:00,VANDALISM
93552,2016-01-15,01:01:00,LARCENY THEFT
90242,2016-03-05,06:03:00,VANDALISM
90220,2016-01-11,10:01:00,WEAPON LAWS
90012,2016-01-12,06:01:00,AGGRAVATED ASSAULT
90248,2016-03-04,03:03:00,NARCOTICS
90746,2016-01-08,03:01:00,LARCENY THEFT
90706,2016-11-07,12:11:00,GRAND THEFT AUTO
90230,2016-09-29,02:09:00,LARCENY THEFT
90020,2016-06-29,12:06:19,LARCENY THEFT
91387,2016-12-04,02:12:30,BURGLARY
90029,2016-02-22,03:02:00,WEAPON LAWS
90022,2016-03-09,08:03:02,GRAND THEFT AUTO
90650,2016-04-17,01:04:00,GRAND THEFT AUTO
90022,2016-03-09,09:03:55,GRAND THEFT AUTO
91351,2016-03-28,04:03:00,VEHICLE / BOATING LAWS
90745,2016-01-22,03:01:00,WEAPON LAWS
91354,2016-03-02,12:03:00,VEHICLE / BOATING LAWS
90703,2016-01-29,08:01:00,VEHICLE / BOATING LAWS
90723,2016-06-15,11:06:00,LARCENY THEFT
91351,2016-06-04,09:06:00,VEHICLE / BOATING LAWS
91770,2016-03-01,02:03:00,BURGLARY
91780,2016-04-05,04:04:30,LARCENY THEFT
91744,2016-08-30,10:08:00,NARCOTICS
90069,2016-06-02,03:06:23,NON-AGGRAVATED ASSAULTS
91770,2016-07-22,01:07:00,VEHICLE / BOATING LAWS
91010,2016-05-14,06:05:00,AGGRAVATED ASSAULT
90002,2016-04-06,10:04:00,VANDALISM
91776,2016-02-25,09:02:00,GRAND THEFT AUTO
91770,2016-05-06,06:05:00,NON-AGGRAVATED ASSAULTS
90638,2016-03-03,08:03:00,VEHICLE / BOATING LAWS
90220,2016-04-12,01:04:00,BURGLARY
91107,2016-02-16,07:02:00,LARCENY THEFT
91770,2016-02-17,08:02:00,BURGLARY
91702,2016-01-30,02:01:00,GRAND THEFT AUTO
90706,2016-04-01,10:04:00,AGGRAVATED ASSAULT
90706,2016-04-08,01:04:49,NARCOTICS
90706,2016-04-10,07:04:00,MISDEMEANORS MISCELLANEOUS
91773,2016-02-08,03:02:00,LARCENY THEFT
91770,2016-02-17,09:02:00,LARCENY THEFT
91722,2016-02-15,05:02:30,GRAND THEFT AUTO
91790,2016-02-12,12:02:00,VEHICLE / BOATING LAWS
91773,2016-02-22,05:02:00,VEHICLE / BOATING LAWS
91773,2016-02-20,06:02:00,DRUNK / ALCOHOL / DRUGS
91773,2016-02-19,07:02:00,MISDEMEANORS MISCELLANEOUS
91773,2016-02-18,03:02:00,VEHICLE / BOATING LAWS
90638,2016-03-08,10:03:30,LARCENY THEFT
90703,2016-02-27,04:02:00,ROBBERY
90220,2016-05-23,04:05:26,GRAND THEFT AUTO
90703,2016-05-25,03:05:00,LARCENY THEFT
90260,2016-03-08,02:03:00,GRAND THEFT AUTO
90044,2016-02-24,12:02:00,GRAND THEFT AUTO
91773,2016-05-24,05:05:00,LARCENY THEFT
93543,2016-03-06,09:03:00,AGGRAVATED ASSAULT
93551,2016-01-15,02:01:00,LARCENY THEFT
93551,2016-01-11,03:01:00,LARCENY THEFT
93551,2016-01-11,05:01:31,LARCENY THEFT
90001,2016-06-29,10:06:00,AGGRAVATED ASSAULT
93551,2016-01-10,06:01:00,VANDALISM
93551,2016-01-20,01:01:00,LARCENY THEFT
93551,2016-02-08,11:02:00,FRAUD AND NSF CHECKS
93550,2016-01-14,11:01:00,DRUNK / ALCOHOL / DRUGS
93551,2016-01-15,07:01:00,LARCENY THEFT
93551,2016-01-15,02:01:00,LARCENY THEFT
93552,2016-01-16,05:01:00,DRUNK / ALCOHOL / DRUGS
90701,2016-06-29,03:06:00,WEAPON LAWS
93551,2016-01-12,10:01:00,NARCOTICS
90723,2016-05-05,12:05:00,MISDEMEANORS MISCELLANEOUS
90290,2016-01-09,04:01:00,BURGLARY
90723,2016-05-17,12:05:00,NARCOTICS
90745,2016-02-23,04:02:00,LARCENY THEFT
90606,2016-06-21,03:06:00,VANDALISM
90220,2016-06-20,01:06:30,LARCENY THEFT
90059,2016-05-27,07:05:00,BURGLARY
90650,2016-02-09,07:02:00,NARCOTICS
91773,2016-02-12,10:02:00,WARRANTS
90069,2016-06-07,02:06:00,LARCENY THEFT
90706,2016-07-20,03:07:00,BURGLARY
91745,2016-01-21,02:01:00,NON-AGGRAVATED ASSAULTS
91748,2016-03-07,06:03:00,BURGLARY
90706,2016-02-20,09:02:00,VEHICLE / BOATING LAWS
90650,2016-01-13,03:01:00,BURGLARY
91748,2016-03-09,07:03:00,LARCENY THEFT
90650,2016-01-25,02:01:00,LARCENY THEFT
91733,2016-03-08,07:03:00,VEHICLE / BOATING LAWS
90660,2016-04-26,12:04:00,FRAUD AND NSF CHECKS
90650,2016-02-12,05:02:00,LARCENY THEFT
91765,2016-02-25,03:02:00,FEDERAL OFFENSES WITH MONEY
90220,2016-04-26,07:04:00,WEAPON LAWS
90650,2016-02-18,01:02:00,LARCENY THEFT
91301,2016-01-19,08:01:00,DRUNK / ALCOHOL / DRUGS
90275,2016-02-11,12:02:00,FORGERY
90260,2016-03-06,11:03:00,AGGRAVATED ASSAULT
90703,2016-02-06,03:02:00,LARCENY THEFT
93535,2016-03-09,01:03:00,BURGLARY
90717,2016-02-14,12:02:00,AGGRAVATED ASSAULT
90650,2016-03-09,12:03:00,VEHICLE / BOATING LAWS
91733,2016-01-24,02:01:00,MISDEMEANORS MISCELLANEOUS
90262,2016-01-18,08:01:00,NARCOTICS
93534,2016-03-09,09:03:00,VANDALISM
91773,2016-01-21,01:01:00,NARCOTICS
90650,2016-03-05,07:03:00,VEHICLE / BOATING LAWS
90746,2016-02-22,12:02:00,FRAUD AND NSF CHECKS
91773,2016-01-21,02:01:00,NARCOTICS
91775,2016-06-17,09:06:00,BURGLARY
90745,2016-03-11,08:03:00,LARCENY THEFT
90012,2016-03-06,06:03:00,NON-AGGRAVATED ASSAULTS
90012,2016-03-15,06:03:04,AGGRAVATED ASSAULT
90810,2016-01-29,08:01:00,DISORDERLY CONDUCT
90220,2016-07-11,08:07:00,LARCENY THEFT
90660,2016-03-16,01:03:00,FRAUD AND NSF CHECKS
90220,2016-03-15,11:03:00,WEAPON LAWS
90606,2016-04-09,02:04:00,VANDALISM
90012,2016-01-27,11:01:00,NON-AGGRAVATED ASSAULTS
90220,2016-03-01,10:03:00,WEAPON LAWS
90220,2016-05-04,11:05:00,VANDALISM
91321,2016-04-09,08:04:00,BURGLARY
90745,2016-02-02,12:02:00,BURGLARY
91744,2016-02-13,01:02:00,BURGLARY
90706,2016-05-07,10:05:00,GRAND THEFT AUTO
90023,2016-01-24,12:01:00,WEAPON LAWS
90063,2016-02-14,11:02:00,WEAPON LAWS
91733,2016-02-27,05:02:00,VEHICLE / BOATING LAWS
91384,2016-02-19,10:02:00,NON-AGGRAVATED ASSAULTS
91107,2016-02-10,08:02:00,LARCENY THEFT
91604,2016-02-05,01:02:00,NARCOTICS
93510,2016-02-18,07:02:00,AGGRAVATED ASSAULT
90232,2016-08-04,01:08:00,LARCENY THEFT
91770,2016-02-28,05:02:00,VANDALISM
90262,2016-03-06,11:03:00,BURGLARY
90703,2016-03-05,03:03:00,BURGLARY
90703,2016-03-09,07:03:00,VEHICLE / BOATING LAWS
91750,2016-03-11,01:03:00,NON-AGGRAVATED ASSAULTS
90703,2016-03-20,03:03:00,LARCENY THEFT
90650,2016-03-09,04:03:30,LARCENY THEFT
91384,2016-03-18,12:03:00,NON-AGGRAVATED ASSAULTS
91744,2016-01-20,02:01:00,BURGLARY
90262,2016-03-09,06:03:00,LARCENY THEFT
91351,2016-01-18,04:01:00,AGGRAVATED ASSAULT
90745,2016-04-24,04:04:00,VANDALISM
91780,2016-03-03,08:03:30,LARCENY THEFT
91776,2016-05-03,03:05:00,LARCENY THEFT
90703,2016-03-04,11:03:30,FRAUD AND NSF CHECKS
90043,2016-03-02,02:03:00,MISDEMEANORS MISCELLANEOUS
91773,2016-02-29,05:02:00,NON-AGGRAVATED ASSAULTS
90716,2016-04-23,12:04:00,VEHICLE / BOATING LAWS
91733,2016-03-04,02:03:00,LARCENY THEFT
91770,2016-03-04,02:03:00,LARCENY THEFT
91733,2016-03-04,03:03:30,LARCENY THEFT
91384,2016-02-26,07:02:00,NON-AGGRAVATED ASSAULTS
91384,2016-02-28,12:02:00,NON-AGGRAVATED ASSAULTS
91007,2016-03-26,03:03:30,VANDALISM
93551,2016-03-27,03:03:00,ROBBERY
91733,2016-03-05,07:03:00,NON-AGGRAVATED ASSAULTS
91351,2016-03-13,02:03:00,VANDALISM
91746,2016-04-18,09:04:35,BURGLARY
91733,2016-03-03,03:03:00,ROBBERY
90706,2016-01-02,06:01:00,LARCENY THEFT
90660,2016-03-09,11:03:30,LARCENY THEFT
91780,2016-03-02,04:03:00,NARCOTICS
91773,2016-03-10,12:03:00,NARCOTICS
91733,2016-03-04,05:03:00,SEX OFFENSES MISDEMEANORS
91351,2016-04-14,12:04:00,VEHICLE / BOATING LAWS
90703,2016-03-08,10:03:00,MISDEMEANORS MISCELLANEOUS
90650,2016-03-21,04:03:00,FELONIES MISCELLANEOUS
91384,2016-01-23,05:01:00,NON-AGGRAVATED ASSAULTS
91733,2016-02-28,05:02:00,LARCENY THEFT
90650,2016-03-25,09:03:30,LARCENY THEFT
91384,2016-01-25,04:01:00,NON-AGGRAVATED ASSAULTS
91384,2016-01-25,09:01:00,NON-AGGRAVATED ASSAULTS
90022,2016-03-06,10:03:00,VEHICLE / BOATING LAWS
90275,2016-03-31,06:03:30,BURGLARY
90703,2016-02-10,02:02:00,VEHICLE / BOATING LAWS
91780,2016-11-15,07:11:00,AGGRAVATED ASSAULT
91384,2016-01-15,09:01:00,NON-AGGRAVATED ASSAULTS
91006,2016-03-01,04:03:00,BURGLARY
90220,2016-03-14,11:03:30,VANDALISM
90022,2016-03-06,05:03:00,BURGLARY
91384,2016-01-15,04:01:00,NON-AGGRAVATED ASSAULTS
90703,2016-12-06,03:12:30,BURGLARY
90063,2016-03-11,03:03:00,LARCENY THEFT
90262,2016-10-18,01:10:00,WEAPON LAWS
90022,2016-03-12,08:03:00,ROBBERY
90650,2016-01-02,08:01:30,LARCENY THEFT
90262,2016-03-11,07:03:00,NON-AGGRAVATED ASSAULTS
90660,2016-03-12,01:03:00,AGGRAVATED ASSAULT
91765,2016-03-06,12:03:00,LARCENY THEFT
90606,2016-03-15,07:03:00,ROBBERY
91107,2016-01-29,01:01:00,NARCOTICS
90022,2016-03-08,09:03:09,LARCENY THEFT
90029,2016-03-10,05:03:00,NON-AGGRAVATED ASSAULTS
90040,2016-02-12,08:02:00,FRAUD AND NSF CHECKS
90304,2016-03-10,08:03:00,ROBBERY
90638,2016-09-22,01:09:00,LARCENY THEFT
91776,2016-03-06,11:03:30,GRAND THEFT AUTO
90220,2016-04-01,05:04:00,AGGRAVATED ASSAULT
93551,2016-01-07,04:01:00,LARCENY THEFT
90712,2016-04-16,08:04:00,LARCENY THEFT
90706,2016-03-11,02:03:00,LARCENY THEFT
90292,2016-03-27,01:03:00,LARCENY THEFT
90706,2016-03-08,07:03:00,GRAND THEFT AUTO
91001,2016-03-11,12:03:00,LARCENY THEFT
90001,2016-08-10,01:08:00,SEX OFFENSES FELONIES
91733,2016-03-05,03:03:30,VANDALISM
90706,2016-02-12,06:02:00,GRAND THEFT AUTO
90717,2016-03-05,11:03:00,LARCENY THEFT
90012,2016-06-18,07:06:48,NON-AGGRAVATED ASSAULTS
90220,2016-07-13,03:07:00,SEX OFFENSES MISDEMEANORS
90248,2016-03-13,12:03:00,LARCENY THEFT
91744,2016-02-07,10:02:10,DRUNK / ALCOHOL / DRUGS
91744,2016-02-08,02:02:00,VEHICLE / BOATING LAWS
93550,2016-06-15,07:06:00,NON-AGGRAVATED ASSAULTS
91214,2016-03-10,01:03:00,BURGLARY
90706,2016-03-07,07:03:00,GRAND THEFT AUTO
90717,2016-03-09,09:03:00,FRAUD AND NSF CHECKS
90650,2016-02-09,01:02:30,LARCENY THEFT
90022,2016-01-08,02:01:24,NARCOTICS
90260,2016-03-01,07:03:00,BURGLARY
90723,2016-03-07,08:03:26,FORGERY
90706,2016-02-24,06:02:48,NON-AGGRAVATED ASSAULTS
90660,2016-04-05,09:04:00,FELONIES MISCELLANEOUS
91780,2016-05-29,07:05:00,GRAND THEFT AUTO
91748,2016-03-11,03:03:00,LARCENY THEFT
90650,2016-05-15,11:05:30,FRAUD AND NSF CHECKS
90044,2016-02-09,03:02:00,NON-AGGRAVATED ASSAULTS
91789,2016-03-11,09:03:00,BURGLARY
91773,2016-02-19,12:02:00,FORGERY
90262,2016-03-07,11:03:00,NARCOTICS
93550,2016-03-03,03:03:00,MISDEMEANORS MISCELLANEOUS
90270,2016-03-13,12:03:00,FRAUD AND NSF CHECKS
91744,2016-03-10,11:03:00,MISDEMEANORS MISCELLANEOUS
90723,2016-05-13,04:05:00,FORGERY
90047,2016-01-19,05:01:50,AGGRAVATED ASSAULT
90650,2016-04-14,12:04:00,GRAND THEFT AUTO
90033,2016-04-09,08:04:00,LARCENY THEFT
90604,2016-04-08,06:04:00,NON-AGGRAVATED ASSAULTS
90048,2016-05-10,01:05:00,VANDALISM
90706,2016-01-12,08:01:00,VEHICLE / BOATING LAWS
90022,2016-03-20,07:03:00,FELONIES MISCELLANEOUS
90701,2016-04-05,09:04:00,AGGRAVATED ASSAULT
90304,2016-03-29,02:03:00,WEAPON LAWS
93550,2016-02-06,02:02:00,NARCOTICS
93535,2016-03-10,12:03:00,MISDEMEANORS MISCELLANEOUS
90040,2016-05-15,07:05:00,NARCOTICS
90022,2016-04-27,01:04:23,LARCENY THEFT
90012,2016-04-16,11:04:13,NARCOTICS
91733,2016-03-03,05:03:00,NARCOTICS
90606,2016-01-17,04:01:00,LARCENY THEFT
91780,2016-02-25,04:02:00,FRAUD AND NSF CHECKS
90703,2016-02-13,11:02:30,FRAUD AND NSF CHECKS
90056,2016-03-11,11:03:00,VANDALISM
90265,2016-02-29,11:02:00,BURGLARY
91702,2016-03-08,02:03:00,NARCOTICS
90262,2016-01-22,12:01:00,DRUNK / ALCOHOL / DRUGS
90044,2016-03-23,04:03:00,FELONIES MISCELLANEOUS
90650,2016-01-21,10:01:00,LARCENY THEFT
90262,2016-01-07,12:01:00,NARCOTICS
90660,2016-03-11,06:03:00,FELONIES MISCELLANEOUS
91733,2016-02-10,05:02:00,VEHICLE / BOATING LAWS
90706,2016-03-10,02:03:00,LARCENY THEFT
91773,2016-05-04,03:05:00,FRAUD AND NSF CHECKS
90044,2016-03-11,08:03:00,GRAND THEFT AUTO
91361,2016-03-09,11:03:00,BURGLARY
90638,2016-03-15,08:03:00,VEHICLE / BOATING LAWS
91770,2016-02-16,04:02:00,GRAND THEFT AUTO
91770,2016-01-09,01:01:00,GRAND THEFT AUTO
91107,2016-02-27,08:02:00,NARCOTICS
90723,2016-03-10,12:03:30,LARCENY THEFT
90723,2016-03-19,09:03:12,VEHICLE / BOATING LAWS
90040,2016-04-08,08:04:23,NON-AGGRAVATED ASSAULTS
91301,2016-02-24,10:02:00,FRAUD AND NSF CHECKS
90221,2016-03-11,12:03:00,BURGLARY
90023,2016-03-09,06:03:00,FORGERY
93551,2016-02-13,07:02:30,LARCENY THEFT
90040,2016-03-08,08:03:00,BURGLARY
90270,2016-03-07,09:03:00,LARCENY THEFT
91007,2016-03-11,02:03:00,BURGLARY
91770,2016-01-15,03:01:00,NARCOTICS
93535,2016-03-28,04:03:00,NON-AGGRAVATED ASSAULTS
93535,2016-03-10,12:03:00,LARCENY THEFT
91321,2016-04-08,02:04:00,VEHICLE / BOATING LAWS
90022,2016-05-10,09:05:00,NON-AGGRAVATED ASSAULTS
90022,2016-04-03,11:04:28,NARCOTICS
90201,2016-05-12,12:05:00,LARCENY THEFT
90063,2016-05-15,08:05:00,NARCOTICS
91770,2016-03-05,05:03:00,ROBBERY
90022,2016-05-15,04:05:45,DRUNK DRIVING VEHICLE / BOAT
91010,2016-01-30,12:01:00,FRAUD AND NSF CHECKS
90255,2016-03-13,04:03:00,AGGRAVATED ASSAULT
91745,2016-01-25,02:01:00,NARCOTICS
90706,2016-03-10,12:03:00,FRAUD AND NSF CHECKS
90290,2016-03-01,12:03:00,FRAUD AND NSF CHECKS
91302,2016-02-11,12:02:00,FRAUD AND NSF CHECKS
91350,2016-02-17,12:02:00,FRAUD AND NSF CHECKS
90706,2016-03-31,12:03:00,VEHICLE / BOATING LAWS
91702,2016-03-11,02:03:00,BURGLARY
93550,2016-03-18,08:03:00,MISDEMEANORS MISCELLANEOUS
90712,2016-03-12,07:03:00,NARCOTICS
90249,2016-03-02,05:03:00,NON-AGGRAVATED ASSAULTS
91384,2016-03-05,04:03:00,LARCENY THEFT
90044,2016-08-20,04:08:00,ROBBERY
90745,2016-03-02,09:03:00,NON-AGGRAVATED ASSAULTS
90638,2016-08-18,11:08:00,LARCENY THEFT
90280,2016-01-09,09:01:59,NARCOTICS
90703,2016-08-23,02:08:29,FRAUD AND NSF CHECKS
93551,2016-02-17,07:02:00,GRAND THEFT AUTO
91361,2016-03-09,11:03:00,FRAUD AND NSF CHECKS
91765,2016-06-07,03:06:30,GRAND THEFT AUTO
90304,2016-03-11,05:03:00,VANDALISM
91107,2016-02-16,01:02:30,VANDALISM
90701,2016-01-12,07:01:00,WEAPON LAWS
91789,2016-03-11,03:03:26,LARCENY THEFT
90716,2016-01-12,04:01:00,AGGRAVATED ASSAULT
90715,2016-01-10,01:01:00,RECEIVING STOLEN PROPERTY
93535,2016-03-11,10:03:00,LARCENY THEFT
90712,2016-03-12,09:03:00,LARCENY THEFT
90220,2016-05-24,05:05:00,ROBBERY
90712,2016-05-25,03:05:00,LARCENY THEFT
91733,2016-02-12,09:02:00,VEHICLE / BOATING LAWS
90723,2016-02-21,03:02:00,GRAND THEFT AUTO
90012,2016-01-12,09:01:00,AGGRAVATED ASSAULT
90701,2016-04-14,04:04:00,BURGLARY
90723,2016-03-11,09:03:00,GRAND THEFT AUTO
91748,2016-03-15,05:03:00,VANDALISM
90069,2016-03-04,06:03:00,BURGLARY
90001,2016-03-10,04:03:00,LARCENY THEFT
90022,2016-03-13,11:03:34,GRAND THEFT AUTO
91765,2016-01-13,08:01:53,LARCENY THEFT
90606,2016-02-24,01:02:00,LARCENY THEFT
93552,2016-06-20,11:06:00,GRAND THEFT AUTO
90706,2016-02-13,08:02:00,LARCENY THEFT
90001,2016-05-29,09:05:00,LARCENY THEFT
90260,2016-03-11,04:03:00,GRAND THEFT AUTO
91765,2016-06-22,03:06:00,LARCENY THEFT
90706,2016-03-06,10:03:30,LARCENY THEFT
90706,2016-03-05,11:03:30,NON-AGGRAVATED ASSAULTS
90250,2016-04-30,01:04:00,LARCENY THEFT
90660,2016-04-21,10:04:00,VANDALISM
90706,2016-02-03,08:02:00,VEHICLE / BOATING LAWS
90706,2016-03-08,07:03:00,VANDALISM
90706,2016-03-08,04:03:00,LARCENY THEFT
91789,2016-03-12,06:03:50,BURGLARY
91789,2016-03-10,08:03:00,BURGLARY
90022,2016-03-12,07:03:00,BURGLARY
91765,2016-03-20,06:03:00,LARCENY THEFT
90723,2016-03-10,09:03:00,LARCENY THEFT
90713,2016-03-10,08:03:00,VANDALISM
91387,2016-05-02,07:05:00,LARCENY THEFT
90631,2016-03-06,12:03:00,BURGLARY
90706,2016-03-10,02:03:30,LARCENY THEFT
91765,2016-03-18,07:03:30,BURGLARY
90712,2016-03-19,11:03:00,NARCOTICS
91745,2016-03-07,10:03:00,LARCENY THEFT
90270,2016-03-08,11:03:00,LARCENY THEFT
91733,2016-02-15,12:02:00,BURGLARY
90706,2016-03-10,11:03:00,SEX OFFENSES MISDEMEANORS
90716,2016-06-02,01:06:00,NARCOTICS
90716,2016-05-17,05:05:00,NARCOTICS
91775,2016-01-14,10:01:00,LARCENY THEFT
91107,2016-02-06,06:02:00,BURGLARY
90304,2016-03-25,10:03:00,WEAPON LAWS
91744,2016-05-09,01:05:00,BURGLARY
90601,2016-02-16,01:02:00,LARCENY THEFT
